prefix,n_train,n_calib,n_test,n_test_active,n_calib_neg,auroc_test,auprc_test,conformal_ran,fdr02_n_selected,fdr02_true_fdr,fdr02_n_actives,ks_distances
CHEMBL214_Ki_CHEMBL3744655,485,240,241,93,106,0.8636028870231256,0.8173780622649911,True,14,0.0,14,"{'ks_neg': (0.47454014368042885, 0.41085155762912395), 'ks_nc': (0.40664225941422566, 0.08918486453773511)}"
CHEMBL214_Ki_CHEMBL3762237,485,240,241,132,116,0.8452877397831527,0.8400326632557036,True,17,0.058823529411764705,16,"{'ks_neg': (0.5524753183574178, 0.4352846599576494), 'ks_nc': (0.3432399723374816, 0.037344398354785285)}"
CHEMBL214_Ki_CHEMBL3857972,485,240,241,132,124,0.899986099527384,0.9135231297441486,True,45,0.022222222222222223,44,"{'ks_neg': (0.539251773524293, 0.37091798531723585), 'ks_nc': (0.3741413577879272, 0.05537351577854069)}"
CHEMBL214_Ki_CHEMBL4629187,485,240,241,135,112,0.7833333333333333,0.8425780140271125,True,59,0.1016949152542373,53,"{'ks_neg': (0.560071727435743, 0.43912797367548406), 'ks_nc': (0.46514993026499235, 0.07453892448535998)}"
CHEMBL214_Ki_CHEMBL4770540,485,240,241,133,129,0.8059384572542467,0.8489731246877599,True,63,0.12698412698412698,55,"{'ks_neg': (0.5880214866994746, 0.4276351229835156), 'ks_nc': (0.5098374827109258, 0.13960979562190962)}"
CHEMBL214_Ki_CHEMBL4772297,485,240,241,137,127,0.8137984278495228,0.845354839650218,True,70,0.11428571428571428,62,"{'ks_neg': (0.6026072467082682, 0.4506163055226644), 'ks_nc': (0.5098201936376201, 0.14659537755385948)}"
CHEMBL214_Ki_CHEMBL5121174,485,240,241,140,121,0.8745403111739745,0.878324573991023,True,74,0.06756756756756757,69,"{'ks_neg': (0.5441514351359682, 0.3849065809936941), 'ks_nc': (0.3888658367911467, 0.07779562454442451)}"
CHEMBL217_Ki_CHEMBL1176478,621,308,309,124,184,0.8254480286738352,0.7675309634839048,True,0,,0,"{'ks_neg': (0.6608981693363821, 0.41671494819147004), 'ks_nc': (0.6012330080167283, 0.268381182546582)}"
CHEMBL217_Ki_CHEMBL1225816,621,308,309,113,183,0.8493962020648967,0.7788902710968039,True,60,0.18333333333333332,49,"{'ks_neg': (0.5945355191256808, 0.3818393925264329), 'ks_nc': (0.5722890910081134, 0.2968618806568908)}"
CHEMBL217_Ki_CHEMBL1694505,621,308,309,132,164,0.8457698370993169,0.7661676322144867,True,12,0.16666666666666666,10,"{'ks_neg': (0.5083566573370629, 0.33411229926860503), 'ks_nc': (0.4465617779733744, 0.21890436340815914)}"
CHEMBL217_Ki_CHEMBL1777183,621,308,309,133,166,0.8483636837759138,0.8128194429960948,True,16,0.0,16,"{'ks_neg': (0.5871328451059119, 0.38047468704384485), 'ks_nc': (0.47816646038260113, 0.09499624341818103)}"
CHEMBL217_Ki_CHEMBL2162846,621,308,309,120,168,0.8493206521739131,0.7797771974521759,True,18,0.05555555555555555,17,"{'ks_neg': (0.5238095238095222, 0.3761382226339653), 'ks_nc': (0.46664626682986426, 0.25805835163061086)}"
CHEMBL217_Ki_CHEMBL2344228,621,308,309,126,158,0.8297862906801454,0.7632990349690717,True,11,0.0,11,"{'ks_neg': (0.5994604689769647, 0.454114270000796), 'ks_nc': (0.5657752845705557, 0.24018774127667566)}"
CHEMBL217_Ki_CHEMBL2388819,621,308,309,129,183,0.8292801771871541,0.7998100631036218,True,16,0.0,16,"{'ks_neg': (0.6100985044578636, 0.32900562527792276), 'ks_nc': (0.560827941947891, 0.22587619484278754)}"
CHEMBL217_Ki_CHEMBL3117737,621,308,309,124,175,0.9022401433691756,0.8661856290418778,True,0,,0,"{'ks_neg': (0.6282518796992451, 0.3426440415653682), 'ks_nc': (0.4832684909949259, 0.06904951656799602)}"
CHEMBL217_Ki_CHEMBL3374187,621,308,309,127,168,0.8332895888013999,0.7903039556323398,True,21,0.19047619047619047,17,"{'ks_neg': (0.4679502093997209, 0.24954947607490333), 'ks_nc': (0.43207383279044553, 0.142309962212354)}"
CHEMBL217_Ki_CHEMBL3379351,621,308,309,129,184,0.8737914815782597,0.852525060279116,True,38,0.02631578947368421,37,"{'ks_neg': (0.5447528678657416, 0.3128356383726113), 'ks_nc': (0.4151260866751518, 0.07050452532228213)}"
CHEMBL217_Ki_CHEMBL3591124,621,308,309,112,161,0.8242673992673992,0.7318927424225947,True,20,0.1,18,"{'ks_neg': (0.574362190705485, 0.3313916898729568), 'ks_nc': (0.5543607222210241, 0.19953245873275804)}"
